session_id,user_id,session_source,timestamp,event,register_date,age,gender,region,transaction_id,paid_time,total_amount,payment_method,product_id,category_id,category
219,69,Organic Social,1/1/22,Paid,12/31/21,38,F,Selatan,77,1/1/22,134000,Virtual Account,I2,I,I. Buah
4459,1466,Organic Social,2/1/22,Paid,1/30/22,36,F,Barat,1595,2/1/22,102000,Kartu Kredit,J2,J,J. Bumbu Dapur
4462,1467,Organic Social,2/1/22,Paid,1/31/22,27,M,Selatan,1596,2/1/22,330000,QRIS,E3,E,E. Kebutuhan Pokok
4465,1469,CPC,2/1/22,Paid,1/31/22,39,F,Barat,1597,2/1/22,249000,QRIS,F4,F,F. Paket Masak
4464,1468,CPC,2/1/22,Paid,1/30/22,25,M,Barat,1598,2/1/22,452000,Kartu Kredit,F1,F,F. Paket Masak
4467,1470,CPC,2/1/22,Paid,1/31/22,25,M,Timur,1599,2/1/22,54000,Virtual Account,J2,J,J. Bumbu Dapur
4468,1471,Organic Social,2/1/22,Paid,1/30/22,26,F,Barat,1600,2/1/22,113000,QRIS,G2,G,G. Unggas
4472,13,Direct,2/1/22,Paid,12/31/21,24,M,Selatan,1601,2/1/22,438000,QRIS,J2,J,J. Bumbu Dapur
4476,1472,Organic Social,2/1/22,Paid,1/31/22,30,F,Selatan,1602,2/1/22,323000,Kartu Debit,G2,G,G. Unggas
4480,1473,Direct,2/1/22,Paid,1/30/22,28,M,Selatan,1604,2/1/22,348000,QRIS,H1,H,H. Daging Beku
4481,1474,CPC,2/1/22,Paid,1/31/22,28,M,Pusat,1605,2/1/22,123000,QRIS,E3,E,E. Kebutuhan Pokok
4482,1475,Organic Search,2/1/22,Paid,1/30/22,40,M,Selatan,1606,2/1/22,351000,Virtual Account,G2,G,G. Unggas
4486,1476,CPC,2/1/22,Paid,1/30/22,34,F,Barat,1607,2/1/22,446000,Kartu Debit,H2,H,H. Daging Beku
4487,1477,Organic Social,2/1/22,Paid,1/31/22,27,M,Pusat,1608,2/1/22,120000,QRIS,G1,G,G. Unggas
4489,1478,Direct,2/1/22,Paid,1/31/22,33,F,Selatan,1609,2/1/22,205000,Kartu Debit,G1,G,G. Unggas
4494,1479,CPC,2/1/22,Paid,2/1/22,40,F,Pusat,1610,2/1/22,216000,QRIS,E3,E,E. Kebutuhan Pokok
4496,1480,Organic Social,2/1/22,Paid,1/30/22,37,M,Pusat,1611,2/1/22,548000,QRIS,H1,H,H. Daging Beku
4506,1481,Organic Social,2/1/22,Paid,2/1/22,34,M,Selatan,1613,2/1/22,527000,Kartu Kredit,H2,H,H. Daging Beku
4509,1482,CPC,2/1/22,Paid,2/1/22,29,M,Barat,1614,2/1/22,208000,QRIS,E4,E,E. Kebutuhan Pokok
4511,1483,Organic Social,2/1/22,Paid,2/1/22,26,M,Pusat,1616,2/1/22,210000,QRIS,C1,C,C. Susu & Olahan Susu
4516,1484,CPC,2/1/22,Paid,1/30/22,21,M,Pusat,1618,2/1/22,109000,QRIS,C2,C,C. Susu & Olahan Susu
4519,1485,Organic Search,2/1/22,Paid,1/31/22,27,F,Selatan,1619,2/1/22,458000,Transfer Rekening,H1,H,H. Daging Beku
4521,1486,CPC,2/1/22,Paid,2/1/22,22,F,Selatan,1620,2/1/22,102000,QRIS,F3,F,F. Paket Masak
4524,1487,CPC,2/1/22,Paid,2/1/22,27,M,Selatan,1622,2/1/22,128000,Virtual Account,E3,E,E. Kebutuhan Pokok
4526,1489,CPC,2/1/22,Paid,1/31/22,31,F,Barat,1623,2/1/22,85000,Virtual Account,E4,E,E. Kebutuhan Pokok
4525,1488,CPC,2/1/22,Paid,1/30/22,34,M,Pusat,1624,2/1/22,111000,Virtual Account,B3,B,B. Makanan Beku
4534,1490,CPC,2/1/22,Paid,1/31/22,20,F,Timur,1626,2/1/22,45000,Virtual Account,J1,J,J. Bumbu Dapur
4539,1491,CPC,2/1/22,Paid,1/31/22,29,F,Selatan,1627,2/1/22,108000,Kartu Kredit,E2,E,E. Kebutuhan Pokok
4543,1492,Organic Search,2/1/22,Paid,1/31/22,25,F,Selatan,1629,2/1/22,496000,Kartu Kredit,F4,F,F. Paket Masak
4545,1493,Direct,2/1/22,Paid,1/31/22,35,F,Selatan,1630,2/1/22,468000,Kartu Debit,E2,E,E. Kebutuhan Pokok
4549,1494,CPC,2/1/22,Paid,2/1/22,28,F,Selatan,1631,2/1/22,206000,QRIS,E4,E,E. Kebutuhan Pokok
4554,1495,CPC,2/1/22,Paid,1/30/22,34,M,Selatan,1632,2/1/22,160000,QRIS,J1,J,J. Bumbu Dapur
4557,39,Organic Social,2/1/22,Paid,12/30/21,40,F,Timur,1633,2/1/22,267000,QRIS,J1,J,J. Bumbu Dapur
4561,1496,Direct,2/1/22,Paid,1/29/22,33,M,Barat,1634,2/1/22,376000,Kartu Debit,H2,H,H. Daging Beku
4564,1497,Organic Social,2/1/22,Paid,2/1/22,35,M,Pusat,1635,2/1/22,462000,Kartu Debit,E2,E,E. Kebutuhan Pokok
4568,1498,Direct,2/1/22,Paid,2/1/22,35,M,Selatan,1636,2/1/22,146000,Virtual Account,B3,B,B. Makanan Beku
4572,1499,Organic Search,2/1/22,Paid,1/29/22,24,M,Timur,1637,2/1/22,43000,QRIS,G2,G,G. Unggas
4576,1500,Organic Search,2/1/22,Paid,2/1/22,29,F,Selatan,1638,2/1/22,64000,Virtual Account,B2,B,B. Makanan Beku
4578,1501,Direct,2/1/22,Paid,1/30/22,35,M,Timur,1639,2/1/22,205000,Virtual Account,F4,F,F. Paket Masak
4580,1502,CPC,2/1/22,Paid,1/30/22,27,M,Barat,1640,2/1/22,233000,Kartu Debit,E1,E,E. Kebutuhan Pokok
4582,1503,Organic Social,2/1/22,Paid,1/31/22,30,F,Selatan,1641,2/1/22,366000,Kartu Debit,C3,C,C. Susu & Olahan Susu
4584,1504,CPC,2/1/22,Paid,1/30/22,35,F,Pusat,1642,2/1/22,128000,QRIS,E3,E,E. Kebutuhan Pokok
4586,1505,Organic Search,2/1/22,Paid,1/31/22,29,F,Selatan,1643,2/1/22,169000,Kartu Debit,J2,J,J. Bumbu Dapur
4590,1507,Organic Social,2/1/22,Paid,1/31/22,30,F,Selatan,1644,2/1/22,765000,Kartu Kredit,H1,H,H. Daging Beku
4589,1506,CPC,2/1/22,Paid,1/31/22,36,M,Selatan,1645,2/1/22,330000,Transfer Rekening,J1,J,J. Bumbu Dapur
4593,1508,Organic Social,2/1/22,Paid,1/30/22,29,M,Timur,1646,2/1/22,105000,Kartu Kredit,G2,G,G. Unggas
4602,1509,CPC,2/1/22,Paid,1/30/22,30,M,Barat,1647,2/1/22,256000,Kartu Kredit,J1,J,J. Bumbu Dapur
4603,1510,Organic Social,2/1/22,Paid,2/1/22,23,F,Selatan,1648,2/1/22,48000,Virtual Account,J2,J,J. Bumbu Dapur
4604,1511,Direct,2/1/22,Paid,1/31/22,24,M,Pusat,1649,2/1/22,442000,Virtual Account,E2,E,E. Kebutuhan Pokok
4606,1512,Organic Social,2/1/22,Paid,1/30/22,25,F,Timur,1650,2/1/22,74000,Virtual Account,C2,C,C. Susu & Olahan Susu
4607,1513,CPC,2/1/22,Paid,2/1/22,39,F,Barat,1651,2/1/22,382000,Virtual Account,J2,J,J. Bumbu Dapur
4609,1514,CPC,2/1/22,Paid,1/31/22,24,M,Barat,1652,2/1/22,53000,QRIS,J1,J,J. Bumbu Dapur
4610,1515,CPC,2/1/22,Paid,1/31/22,29,F,Pusat,1653,2/1/22,517000,QRIS,F4,F,F. Paket Masak
4614,1516,CPC,2/1/22,Paid,1/30/22,25,F,Selatan,1654,2/1/22,80000,QRIS,G1,G,G. Unggas
4621,736,CPC,2/1/22,Paid,1/19/22,35,M,Pusat,1655,2/1/22,439000,Kartu Kredit,F1,F,F. Paket Masak
4622,1517,Organic Social,2/1/22,Paid,1/31/22,26,M,Selatan,1656,2/1/22,322000,QRIS,H2,H,H. Daging Beku
4624,1518,Direct,2/1/22,Paid,1/30/22,36,M,Selatan,1657,2/1/22,166000,Transfer Rekening,E3,E,E. Kebutuhan Pokok
4625,743,Direct,2/1/22,Paid,1/17/22,25,M,Timur,1658,2/1/22,784000,Kartu Debit,H1,H,H. Daging Beku
4630,1519,Organic Social,2/1/22,Paid,1/30/22,21,F,Timur,1659,2/1/22,78000,Virtual Account,G2,G,G. Unggas
4632,1520,CPC,2/1/22,Paid,2/1/22,28,M,Barat,1660,2/1/22,362000,QRIS,J2,J,J. Bumbu Dapur
4641,1521,CPC,2/1/22,Paid,2/1/22,25,M,Timur,1661,2/1/22,130000,QRIS,G1,G,G. Unggas
4644,1522,CPC,2/1/22,Paid,1/30/22,24,M,Utara,1662,2/1/22,378000,QRIS,H1,H,H. Daging Beku
4646,1523,Organic Social,2/1/22,Paid,1/31/22,36,M,Pusat,1663,2/1/22,320000,Transfer Rekening,E3,E,E. Kebutuhan Pokok
4647,1524,CPC,2/1/22,Paid,1/30/22,32,M,Utara,1664,2/1/22,592000,Transfer Rekening,H2,H,H. Daging Beku
4656,1525,CPC,2/1/22,Paid,1/31/22,20,M,Barat,1667,2/1/22,8000,Virtual Account,J2,J,J. Bumbu Dapur
4660,1175,Organic Search,2/1/22,Paid,1/28/22,19,M,Timur,1668,2/1/22,70000,Virtual Account,F3,F,F. Paket Masak
4667,1527,CPC,2/1/22,Paid,1/31/22,20,F,Timur,1669,2/1/22,40000,Virtual Account,G1,G,G. Unggas
4665,1526,CPC,2/1/22,Paid,1/31/22,30,M,Pusat,1670,2/1/22,346000,Kartu Kredit,J2,J,J. Bumbu Dapur
4668,1528,CPC,2/1/22,Paid,1/29/22,27,F,Pusat,1671,2/1/22,85000,Kartu Kredit,J1,J,J. Bumbu Dapur
4670,588,Direct,2/1/22,Paid,1/13/22,31,F,Pusat,1672,2/1/22,203000,Kartu Kredit,E4,E,E. Kebutuhan Pokok
4673,1529,CPC,2/1/22,Paid,2/1/22,35,M,Barat,1673,2/1/22,204000,Kartu Kredit,I2,I,I. Buah
4677,1530,Organic Social,2/1/22,Paid,2/1/22,27,M,Selatan,1674,2/1/22,436000,Virtual Account,I2,I,I. Buah
4678,1531,CPC,2/1/22,Paid,2/1/22,27,M,Timur,1675,2/1/22,104000,QRIS,E4,E,E. Kebutuhan Pokok
4679,1532,CPC,2/1/22,Paid,1/30/22,28,M,Selatan,1676,2/1/22,634000,Transfer Rekening,F2,F,F. Paket Masak
4684,1533,CPC,2/1/22,Paid,1/30/22,29,F,Barat,1679,2/1/22,118000,QRIS,E4,E,E. Kebutuhan Pokok
4688,1534,CPC,2/1/22,Paid,1/30/22,25,F,Pusat,1680,2/1/22,85000,Kartu Debit,E4,E,E. Kebutuhan Pokok
4690,1535,Organic Social,2/1/22,Paid,1/31/22,27,F,Timur,1681,2/1/22,335000,QRIS,E4,E,E. Kebutuhan Pokok
4691,1536,CPC,2/1/22,Paid,1/31/22,20,M,Selatan,1682,2/1/22,60000,Kartu Debit,G1,G,G. Unggas
4692,1537,Organic Social,2/1/22,Paid,2/1/22,31,F,Selatan,1683,2/1/22,573000,QRIS,H1,H,H. Daging Beku
4696,1539,CPC,2/1/22,Paid,2/1/22,20,M,Timur,1684,2/1/22,90000,QRIS,E2,E,E. Kebutuhan Pokok
4695,1538,Organic Social,2/1/22,Paid,2/1/22,34,M,Barat,1685,2/1/22,545000,Kartu Kredit,J1,J,J. Bumbu Dapur
4697,510,Email,2/1/22,Paid,1/11/22,34,M,Pusat,1686,2/1/22,366000,Virtual Account,I2,I,I. Buah
4701,1540,Organic Social,2/1/22,Paid,1/31/22,29,M,Timur,1687,2/1/22,270000,Kartu Kredit,J1,J,J. Bumbu Dapur
4703,1541,Organic Social,2/1/22,Paid,1/31/22,25,F,Selatan,1688,2/1/22,369000,QRIS,F1,F,F. Paket Masak
4705,1542,CPC,2/1/22,Paid,1/31/22,20,F,Timur,1689,2/1/22,36000,Virtual Account,D1,D,D. Makanan dan Minuman Ringan
4707,1543,CPC,2/1/22,Paid,2/1/22,39,M,Pusat,1690,2/1/22,400000,Kartu Kredit,G1,G,G. Unggas
4708,1544,Organic Social,2/1/22,Paid,1/31/22,27,M,Timur,1691,2/1/22,69000,QRIS,J2,J,J. Bumbu Dapur
4710,1545,Organic Search,2/1/22,Paid,2/1/22,38,M,Pusat,1692,2/1/22,208000,Virtual Account,J1,J,J. Bumbu Dapur
4712,1546,Direct,2/1/22,Paid,1/30/22,21,F,Pusat,1694,2/1/22,51000,Transfer Rekening,G1,G,G. Unggas
4715,1547,CPC,2/1/22,Paid,1/30/22,22,M,Timur,1695,2/1/22,80000,QRIS,G1,G,G. Unggas
4717,1548,CPC,2/1/22,Paid,1/31/22,29,F,Barat,1696,2/1/22,126000,Kartu Kredit,E3,E,E. Kebutuhan Pokok
4722,1549,CPC,2/1/22,Paid,2/1/22,25,F,Utara,1697,2/1/22,534000,Kartu Debit,H2,H,H. Daging Beku
4726,1550,CPC,2/1/22,Paid,2/1/22,26,M,Timur,1698,2/1/22,78000,Virtual Account,C3,C,C. Susu & Olahan Susu
4736,1551,CPC,2/1/22,Paid,2/1/22,40,M,Selatan,1700,2/1/22,125000,Kartu Kredit,E4,E,E. Kebutuhan Pokok
4738,1552,CPC,2/1/22,Paid,1/30/22,25,M,Utara,1701,2/1/22,62000,QRIS,G1,G,G. Unggas
4739,1553,Organic Social,2/1/22,Paid,1/31/22,27,F,Timur,1702,2/1/22,130000,Virtual Account,E3,E,E. Kebutuhan Pokok
4746,1554,CPC,2/1/22,Paid,1/30/22,29,F,Pusat,1703,2/1/22,194000,Virtual Account,E4,E,E. Kebutuhan Pokok
9495,1809,Email,3/1/22,Paid,2/4/22,28,F,Selatan,3359,3/1/22,397000,QRIS,F4,F,F. Paket Masak
9496,2963,CPC,3/1/22,Paid,2/28/22,22,F,Utara,3360,3/1/22,83000,Virtual Account,G2,G,G. Unggas
9498,2964,Organic Social,3/1/22,Paid,2/27/22,27,M,Pusat,3361,3/1/22,213000,Virtual Account,E1,E,E. Kebutuhan Pokok
9507,2965,Organic Social,3/1/22,Paid,2/28/22,25,M,Selatan,3362,3/1/22,316000,Transfer Rekening,F4,F,F. Paket Masak
9508,2966,Organic Social,3/1/22,Paid,2/28/22,27,M,Selatan,3363,3/1/22,68000,Transfer Rekening,B1,B,B. Makanan Beku
9510,2967,CPC,3/1/22,Paid,2/27/22,20,F,Utara,3364,3/1/22,147000,Kartu Kredit,G2,G,G. Unggas
9512,2968,Organic Social,3/1/22,Paid,2/28/22,19,F,Timur,3365,3/1/22,62000,QRIS,G1,G,G. Unggas
9515,2969,Organic Social,3/1/22,Paid,2/26/22,26,F,Timur,3366,3/1/22,120000,Virtual Account,E4,E,E. Kebutuhan Pokok
9520,2970,CPC,3/1/22,Paid,2/27/22,27,F,Barat,3368,3/1/22,58000,Kartu Kredit,J2,J,J. Bumbu Dapur
9521,2971,CPC,3/1/22,Paid,2/27/22,26,M,Selatan,3369,3/1/22,551000,Kartu Kredit,J1,J,J. Bumbu Dapur
9528,2973,CPC,3/1/22,Paid,2/28/22,25,F,Timur,3370,3/1/22,96000,QRIS,E4,E,E. Kebutuhan Pokok
9527,2972,CPC,3/1/22,Paid,2/28/22,26,F,Pusat,3371,3/1/22,16000,QRIS,J2,J,J. Bumbu Dapur
9532,2974,CPC,3/1/22,Paid,2/28/22,25,F,Selatan,3372,3/1/22,616000,Transfer Rekening,H2,H,H. Daging Beku
9541,1903,Direct,3/1/22,Paid,2/6/22,37,F,Pusat,3373,3/1/22,140000,Virtual Account,E2,E,E. Kebutuhan Pokok
9549,424,Organic Social,3/1/22,Paid,1/9/22,27,F,Selatan,3374,3/1/22,419000,Kartu Kredit,H2,H,H. Daging Beku
9547,2975,CPC,3/1/22,Paid,2/28/22,31,M,Selatan,3375,3/1/22,309000,Virtual Account,G2,G,G. Unggas
9554,307,Direct,3/1/22,Paid,1/3/22,36,F,Barat,3376,3/1/22,390000,QRIS,J2,J,J. Bumbu Dapur
9556,2976,CPC,3/1/22,Paid,2/28/22,27,F,Selatan,3377,3/1/22,364000,Virtual Account,H2,H,H. Daging Beku
9557,2507,Direct,3/1/22,Paid,2/20/22,32,F,Selatan,3378,3/1/22,614000,Transfer Rekening,J2,J,J. Bumbu Dapur
9561,2977,CPC,3/1/22,Paid,2/28/22,30,M,Selatan,3379,3/1/22,691000,Kartu Kredit,F4,F,F. Paket Masak
9565,943,CPC,3/1/22,Paid,1/23/22,35,M,Barat,3381,3/1/22,521000,QRIS,H1,H,H. Daging Beku
9568,2978,CPC,3/1/22,Paid,2/27/22,31,F,Pusat,3382,3/1/22,623000,Kartu Kredit,F3,F,F. Paket Masak
9569,2979,Organic Social,3/1/22,Paid,2/27/22,23,F,Pusat,3383,3/1/22,118000,QRIS,E1,E,E. Kebutuhan Pokok
9575,2981,CPC,3/1/22,Paid,2/26/22,30,F,Pusat,3384,3/1/22,290000,Virtual Account,E2,E,E. Kebutuhan Pokok
9578,316,Email,3/1/22,Paid,1/5/22,31,M,Pusat,3385,3/1/22,98000,QRIS,H2,H,H. Daging Beku
9573,2980,CPC,3/1/22,Paid,2/26/22,34,F,Pusat,3386,3/1/22,313000,Virtual Account,E1,E,E. Kebutuhan Pokok
9581,2982,Organic Social,3/1/22,Paid,2/28/22,26,M,Selatan,3387,3/1/22,274000,Kartu Kredit,I1,I,I. Buah
9582,1263,CPC,3/1/22,Paid,1/28/22,27,M,Selatan,3388,3/1/22,525000,QRIS,I2,I,I. Buah
9584,2983,CPC,3/1/22,Paid,2/28/22,32,M,Selatan,3389,3/1/22,40000,QRIS,J2,J,J. Bumbu Dapur
9583,2136,Email,3/1/22,Paid,2/12/22,27,F,Selatan,3390,3/1/22,134000,Kartu Kredit,F3,F,F. Paket Masak
9589,2986,Organic Search,3/1/22,Paid,2/27/22,28,M,Selatan,3391,3/1/22,315000,Transfer Rekening,G2,G,G. Unggas
9587,2984,CPC,3/1/22,Paid,2/28/22,27,F,Timur,3392,3/1/22,48000,Virtual Account,J1,J,J. Bumbu Dapur
9588,2985,CPC,3/1/22,Paid,2/27/22,21,F,Timur,3393,3/1/22,62000,Kartu Kredit,B2,B,B. Makanan Beku
9591,2987,Organic Social,3/1/22,Paid,2/27/22,27,M,Utara,3394,3/1/22,78000,QRIS,G2,G,G. Unggas
9596,19,Email,3/1/22,Paid,12/31/21,36,M,Barat,3395,3/1/22,105000,QRIS,B1,B,B. Makanan Beku
9592,2988,CPC,3/1/22,Paid,3/1/22,29,M,Selatan,3396,3/1/22,66000,Kartu Debit,A3,A,A. Sayur
